episode,score,high_score,lives,steps,reward,reached_mid_checkpoint,completed_lap,epsilon
580,0,30,0,18,-696.0,False,False,0.03
581,0,30,0,18,-696.0,False,False,0.03
582,0,30,0,18,-696.0,False,False,0.03
583,0,30,0,18,-695.0,False,False,0.03
584,0,30,0,18,-696.0,False,False,0.03
585,0,30,0,18,-696.0,False,False,0.03
586,0,30,0,18,-696.0,False,False,0.03
587,0,30,0,18,-696.0,False,False,0.03
588,0,30,0,15,-693.0,False,False,0.03
589,150,160,0,64,-351.0,True,True,0.03
590,0,30,0,18,-696.0,False,False,0.03
591,0,30,0,24,-699.0,False,False,0.03
592,0,30,0,18,-696.0,False,False,0.03
593,0,30,0,18,-696.0,False,False,0.03
594,0,30,0,18,-696.0,False,False,0.03
595,0,30,0,18,-694.0,False,False,0.03
596,0,30,0,18,-696.0,False,False,0.03
597,0,30,0,18,-696.0,False,False,0.03
598,50,60,0,36,-598.0,True,False,0.03
599,50,70,0,37,-603.0,True,False,0.03
600,0,30,0,18,-696.0,False,False,0.03
601,0,30,0,24,-699.0,False,False,0.03
602,150,160,0,37,-327.0,True,True,0.03
603,50,60,0,36,-598.0,True,False,0.03
604,0,30,0,18,-696.0,False,False,0.03
605,0,30,0,18,-696.0,False,False,0.03
606,0,30,0,18,-696.0,False,False,0.03
607,0,30,0,18,-696.0,False,False,0.03
608,0,30,0,18,-695.0,False,False,0.03
609,0,30,0,18,-696.0,False,False,0.03
610,0,30,0,18,-696.0,False,False,0.03
611,0,30,0,18,-696.0,False,False,0.03
612,50,70,0,37,-602.0,True,False,0.03
613,0,30,0,18,-694.0,False,False,0.03
614,0,30,0,18,-696.0,False,False,0.03
615,50,60,0,27,-593.0,True,False,0.03
616,0,30,0,18,-695.0,False,False,0.03
617,0,30,0,24,-699.0,False,False,0.03
618,0,30,0,18,-696.0,False,False,0.03
619,0,30,0,18,-696.0,False,False,0.03
620,0,30,0,18,-696.0,False,False,0.03
621,50,70,0,37,-602.0,True,False,0.03
622,0,30,0,18,-696.0,False,False,0.03
623,0,30,0,18,-696.0,False,False,0.03
624,0,30,0,18,-696.0,False,False,0.03
625,0,30,0,18,-696.0,False,False,0.03
626,0,30,0,18,-696.0,False,False,0.03
627,50,70,0,37,-602.0,True,False,0.03
628,0,30,0,18,-696.0,False,False,0.03
629,0,30,0,18,-696.0,False,False,0.03
630,0,30,0,18,-696.0,False,False,0.03
631,0,30,0,18,-696.0,False,False,0.03
632,0,30,0,18,-696.0,False,False,0.03
633,0,30,0,18,-696.0,False,False,0.03
634,0,30,0,18,-696.0,False,False,0.03
635,0,30,0,18,-696.0,False,False,0.03
636,0,30,0,18,-696.0,False,False,0.03
637,0,30,0,18,-696.0,False,False,0.03
638,0,30,0,18,-696.0,False,False,0.03
639,0,30,0,18,-696.0,False,False,0.03
640,0,30,0,18,-696.0,False,False,0.03
641,0,30,0,18,-697.0,False,False,0.03
642,0,30,0,18,-696.0,False,False,0.03
643,0,30,0,18,-696.0,False,False,0.03
644,0,30,0,18,-696.0,False,False,0.03
645,0,30,0,18,-695.0,False,False,0.03
646,0,30,0,18,-696.0,False,False,0.03
647,0,30,0,18,-696.0,False,False,0.03
648,0,30,0,18,-696.0,False,False,0.03
649,0,10,0,43,-731.0,False,False,0.03
650,0,30,0,18,-696.0,False,False,0.03
651,0,30,0,18,-696.0,False,False,0.03
652,0,30,0,18,-696.0,False,False,0.03
653,0,30,0,18,-696.0,False,False,0.03
654,0,30,0,18,-696.0,False,False,0.03
655,0,30,0,18,-695.0,False,False,0.03
656,0,30,0,18,-696.0,False,False,0.03
657,0,30,0,18,-696.0,False,False,0.03
658,0,30,0,18,-696.0,False,False,0.03
659,0,30,0,18,-695.0,False,False,0.03
660,0,20,0,18,-696.0,False,False,0.03
661,0,10,0,7,-696.0,False,False,0.03
662,0,30,0,18,-696.0,False,False,0.03
663,0,30,0,18,-696.0,False,False,0.03
664,0,30,0,18,-696.0,False,False,0.03
665,0,30,0,18,-694.0,False,False,0.03
666,0,30,0,18,-696.0,False,False,0.03
667,0,30,0,18,-696.0,False,False,0.03
668,0,30,0,18,-696.0,False,False,0.03
669,0,30,0,42,-721.0,False,False,0.03
670,0,30,0,42,-722.0,False,False,0.03
671,0,30,0,15,-693.0,False,False,0.03
672,0,30,0,24,-699.0,False,False,0.03
673,0,30,0,18,-696.0,False,False,0.03
674,0,30,0,18,-696.0,False,False,0.03
675,0,30,0,18,-696.0,False,False,0.03
676,0,30,0,18,-696.0,False,False,0.03
677,0,30,0,18,-695.0,False,False,0.03
678,0,30,0,18,-696.0,False,False,0.03
679,0,20,0,18,-696.0,False,False,0.03
680,0,10,0,7,-696.0,False,False,0.03
681,50,70,0,37,-602.0,True,False,0.03
682,0,30,0,18,-696.0,False,False,0.03
683,0,30,0,18,-696.0,False,False,0.03
684,0,30,0,18,-696.0,False,False,0.03
685,0,30,0,18,-696.0,False,False,0.03
686,0,30,0,18,-696.0,False,False,0.03
687,0,30,0,18,-696.0,False,False,0.03
688,0,30,0,18,-696.0,False,False,0.03
689,0,30,0,18,-696.0,False,False,0.03
690,0,30,0,18,-696.0,False,False,0.03
691,0,30,0,18,-696.0,False,False,0.03
692,0,30,0,15,-692.0,False,False,0.03
693,0,30,0,18,-696.0,False,False,0.03
694,0,30,0,18,-696.0,False,False,0.03
695,50,70,0,38,-600.0,True,False,0.03
696,0,30,0,18,-696.0,False,False,0.03
697,0,30,0,18,-696.0,False,False,0.03
698,0,30,0,18,-696.0,False,False,0.03
699,50,70,0,37,-601.0,True,False,0.03
700,0,30,0,18,-696.0,False,False,0.03
701,0,30,0,18,-696.0,False,False,0.03
702,0,30,0,18,-696.0,False,False,0.03
703,0,30,0,18,-696.0,False,False,0.03
704,0,30,0,18,-696.0,False,False,0.03
705,50,70,0,42,-604.0,True,False,0.03
706,0,30,0,18,-696.0,False,False,0.03
707,0,30,0,18,-696.0,False,False,0.03
708,50,70,0,37,-601.0,True,False,0.03
709,0,30,0,18,-696.0,False,False,0.03
710,0,10,0,7,-696.0,False,False,0.03
711,0,30,0,12,-692.0,False,False,0.03
712,0,30,0,18,-696.0,False,False,0.03
713,0,10,0,7,-700.0,False,False,0.03
714,0,30,0,18,-694.0,False,False,0.03
715,0,30,0,18,-696.0,False,False,0.03
716,0,30,0,18,-696.0,False,False,0.03
717,0,30,0,18,-696.0,False,False,0.03
718,0,30,0,18,-696.0,False,False,0.03
719,0,30,0,18,-696.0,False,False,0.03
720,0,30,0,18,-696.0,False,False,0.03
721,50,70,0,36,-601.0,True,False,0.03
722,0,30,0,18,-696.0,False,False,0.03
723,0,30,0,18,-696.0,False,False,0.03
724,0,30,0,18,-696.0,False,False,0.03
725,0,30,0,18,-696.0,False,False,0.03
726,0,10,0,7,-696.0,False,False,0.03
727,0,30,0,42,-722.0,False,False,0.03
728,0,30,0,18,-696.0,False,False,0.03
729,150,160,0,37,-327.0,True,True,0.03
730,150,160,0,37,-327.0,True,True,0.03
731,0,30,0,18,-696.0,False,False,0.03
732,0,30,0,18,-696.0,False,False,0.03
733,0,30,0,18,-696.0,False,False,0.03
734,0,30,0,18,-696.0,False,False,0.03
735,0,30,0,18,-696.0,False,False,0.03
736,0,30,0,18,-696.0,False,False,0.03
737,0,30,0,18,-696.0,False,False,0.03
738,0,30,0,18,-696.0,False,False,0.03
739,0,30,0,18,-696.0,False,False,0.03
740,0,30,0,18,-696.0,False,False,0.03
741,50,60,0,36,-598.0,True,False,0.03
742,0,30,0,18,-696.0,False,False,0.03
743,150,160,0,37,-327.0,True,True,0.03
744,0,30,0,18,-694.0,False,False,0.03
745,0,30,0,18,-696.0,False,False,0.03
746,0,30,0,24,-699.0,False,False,0.03
747,0,30,0,18,-696.0,False,False,0.03
748,0,30,0,18,-696.0,False,False,0.03
749,0,30,0,18,-696.0,False,False,0.03
750,0,30,0,18,-696.0,False,False,0.03
751,0,30,0,18,-696.0,False,False,0.03
752,0,30,0,18,-696.0,False,False,0.03
753,0,30,0,18,-695.0,False,False,0.03
754,0,30,0,18,-696.0,False,False,0.03
755,0,30,0,18,-696.0,False,False,0.03
756,0,30,0,18,-696.0,False,False,0.03
757,0,30,0,18,-696.0,False,False,0.03
758,0,30,0,18,-696.0,False,False,0.03
759,0,30,0,18,-696.0,False,False,0.03
760,0,30,0,18,-696.0,False,False,0.03
761,0,30,0,18,-696.0,False,False,0.03
762,0,30,0,18,-696.0,False,False,0.03
763,0,30,0,18,-696.0,False,False,0.03
764,0,30,0,18,-696.0,False,False,0.03
765,0,30,0,18,-696.0,False,False,0.03
766,0,30,0,18,-696.0,False,False,0.03
767,0,30,0,18,-696.0,False,False,0.03
768,0,30,0,18,-696.0,False,False,0.03
769,0,30,0,18,-696.0,False,False,0.03
770,0,30,0,18,-696.0,False,False,0.03
771,0,30,0,18,-696.0,False,False,0.03
772,0,30,0,18,-696.0,False,False,0.03
773,50,70,0,37,-602.0,True,False,0.03
774,0,30,0,15,-693.0,False,False,0.03
775,0,30,0,18,-695.0,False,False,0.03
776,150,170,0,64,-345.0,True,True,0.03
777,0,30,0,18,-696.0,False,False,0.03
778,0,30,0,18,-696.0,False,False,0.03
779,0,30,0,12,-692.0,False,False,0.03
780,0,30,0,18,-696.0,False,False,0.03
781,0,30,0,18,-696.0,False,False,0.03
782,0,30,0,18,-696.0,False,False,0.03
783,0,30,0,18,-696.0,False,False,0.03
784,0,30,0,18,-696.0,False,False,0.03
785,0,30,0,18,-696.0,False,False,0.03
786,0,30,0,18,-696.0,False,False,0.03
787,0,30,0,18,-695.0,False,False,0.03
788,0,10,0,7,-696.0,False,False,0.03
789,0,30,0,18,-696.0,False,False,0.03
790,0,30,0,18,-696.0,False,False,0.03
791,150,160,0,37,-327.0,True,True,0.03
792,0,30,0,18,-696.0,False,False,0.03
793,0,30,0,18,-696.0,False,False,0.03
794,0,30,0,18,-696.0,False,False,0.03
795,0,30,0,18,-696.0,False,False,0.03
796,0,30,0,18,-696.0,False,False,0.03
797,0,30,0,18,-696.0,False,False,0.03
798,50,70,0,37,-602.0,True,False,0.03
799,0,30,0,18,-696.0,False,False,0.03
800,0,10,0,43,-731.0,False,False,0.03
801,0,30,0,18,-696.0,False,False,0.03
802,0,30,0,18,-696.0,False,False,0.03
803,0,30,0,18,-696.0,False,False,0.03
804,0,30,0,18,-696.0,False,False,0.03
805,0,30,0,18,-696.0,False,False,0.03
806,0,30,0,17,-695.0,False,False,0.03
807,0,30,0,18,-695.0,False,False,0.03
808,0,30,0,18,-696.0,False,False,0.03
809,0,30,0,18,-696.0,False,False,0.03
810,0,30,0,18,-696.0,False,False,0.03
811,0,30,0,18,-696.0,False,False,0.03
812,0,30,0,18,-696.0,False,False,0.03
813,0,30,0,18,-695.0,False,False,0.03
814,0,30,0,18,-696.0,False,False,0.03
815,0,30,0,18,-696.0,False,False,0.03
816,0,30,0,18,-695.0,False,False,0.03
817,0,30,0,18,-696.0,False,False,0.03
818,0,20,0,18,-696.0,False,False,0.03
819,0,30,0,18,-696.0,False,False,0.03
820,0,30,0,18,-696.0,False,False,0.03
821,50,70,0,42,-610.0,True,False,0.03
822,0,10,0,43,-731.0,False,False,0.03
823,0,30,0,18,-696.0,False,False,0.03
824,0,30,0,18,-696.0,False,False,0.03
825,0,30,0,18,-696.0,False,False,0.03
826,0,30,0,18,-696.0,False,False,0.03
827,150,160,0,37,-327.0,True,True,0.03
828,0,30,0,17,-699.0,False,False,0.03
829,50,60,0,36,-598.0,True,False,0.03
830,0,30,0,18,-696.0,False,False,0.03
831,0,30,0,18,-696.0,False,False,0.03
832,0,30,0,18,-696.0,False,False,0.03
833,0,30,0,18,-696.0,False,False,0.03
834,0,30,0,18,-696.0,False,False,0.03
835,0,20,0,18,-696.0,False,False,0.03
836,0,30,0,18,-696.0,False,False,0.03
837,0,30,0,18,-696.0,False,False,0.03
838,0,30,0,18,-696.0,False,False,0.03
839,0,30,0,18,-696.0,False,False,0.03
840,0,30,0,18,-696.0,False,False,0.03
841,0,30,0,18,-696.0,False,False,0.03
842,0,30,0,18,-696.0,False,False,0.03
843,0,30,0,18,-695.0,False,False,0.03
844,0,30,0,18,-696.0,False,False,0.03
845,0,30,0,18,-696.0,False,False,0.03
846,50,70,0,37,-602.0,True,False,0.03
847,0,30,0,18,-696.0,False,False,0.03
848,0,30,0,18,-695.0,False,False,0.03
849,0,30,0,18,-696.0,False,False,0.03
850,0,30,0,24,-699.0,False,False,0.03
851,0,30,0,18,-696.0,False,False,0.03
852,0,30,0,18,-695.0,False,False,0.03
853,0,30,0,18,-696.0,False,False,0.03
854,0,30,0,18,-696.0,False,False,0.03
855,0,30,0,18,-696.0,False,False,0.03
856,0,30,0,18,-696.0,False,False,0.03
857,0,30,0,18,-696.0,False,False,0.03
858,0,30,0,18,-696.0,False,False,0.03
859,0,30,0,18,-696.0,False,False,0.03
860,0,30,0,24,-699.0,False,False,0.03
861,0,30,0,18,-696.0,False,False,0.03
862,0,30,0,18,-696.0,False,False,0.03
863,0,30,0,18,-696.0,False,False,0.03
864,0,30,0,18,-695.0,False,False,0.03
865,0,10,0,7,-696.0,False,False,0.03
866,0,30,0,18,-696.0,False,False,0.03
867,0,30,0,18,-696.0,False,False,0.03
868,0,10,0,43,-731.0,False,False,0.03
869,0,10,0,7,-696.0,False,False,0.03
870,50,70,0,18,-588.0,True,False,0.03
871,0,30,0,18,-696.0,False,False,0.03
872,50,70,0,18,-588.0,True,False,0.03
873,50,70,0,37,-601.0,True,False,0.03
874,0,30,0,18,-696.0,False,False,0.03
875,0,30,0,18,-696.0,False,False,0.03
876,0,30,0,18,-696.0,False,False,0.03
877,0,30,0,18,-696.0,False,False,0.03
878,0,30,0,18,-696.0,False,False,0.03
879,0,30,0,18,-696.0,False,False,0.03
880,0,30,0,18,-696.0,False,False,0.03
881,0,30,0,18,-696.0,False,False,0.03
882,0,30,0,18,-696.0,False,False,0.03
883,0,30,0,18,-696.0,False,False,0.03
884,0,30,0,18,-696.0,False,False,0.03
885,50,70,0,37,-602.0,True,False,0.03
886,0,30,0,18,-696.0,False,False,0.03
887,50,70,0,37,-602.0,True,False,0.03
888,0,30,0,18,-696.0,False,False,0.03
889,0,30,0,18,-696.0,False,False,0.03
890,0,30,0,18,-696.0,False,False,0.03
891,0,30,0,18,-696.0,False,False,0.03
892,0,30,0,18,-696.0,False,False,0.03
893,0,30,0,18,-696.0,False,False,0.03
894,50,70,0,37,-601.0,True,False,0.03
895,0,30,0,18,-696.0,False,False,0.03
896,0,30,0,15,-693.0,False,False,0.03
897,50,70,0,37,-603.0,True,False,0.03
898,50,60,0,36,-598.0,True,False,0.03
899,0,30,0,18,-696.0,False,False,0.03
900,0,10,0,7,-696.0,False,False,0.03
901,0,30,0,18,-696.0,False,False,0.03
902,0,30,0,12,-692.0,False,False,0.03
903,0,30,0,18,-696.0,False,False,0.03
904,0,30,0,18,-696.0,False,False,0.03
905,0,30,0,18,-696.0,False,False,0.03
906,0,30,0,18,-696.0,False,False,0.03
907,150,160,0,37,-327.0,True,True,0.03
908,0,30,0,18,-696.0,False,False,0.03
909,0,30,0,17,-695.0,False,False,0.03
910,0,30,0,18,-696.0,False,False,0.03
911,0,30,0,18,-696.0,False,False,0.03
912,0,30,0,18,-696.0,False,False,0.03
913,0,30,0,18,-696.0,False,False,0.03
914,0,30,0,18,-696.0,False,False,0.03
915,0,30,0,18,-696.0,False,False,0.03
916,0,10,0,7,-696.0,False,False,0.03
917,0,30,0,18,-696.0,False,False,0.03
918,0,30,0,18,-696.0,False,False,0.03
919,0,30,0,18,-696.0,False,False,0.03
920,0,30,0,18,-696.0,False,False,0.03
921,0,30,0,18,-696.0,False,False,0.03
922,0,30,0,18,-696.0,False,False,0.03
923,0,30,0,18,-696.0,False,False,0.03
924,0,30,0,18,-696.0,False,False,0.03
925,0,30,0,18,-696.0,False,False,0.03
926,0,30,0,18,-696.0,False,False,0.03
927,0,30,0,18,-696.0,False,False,0.03
928,0,30,0,18,-696.0,False,False,0.03
929,0,30,0,18,-696.0,False,False,0.03
930,0,30,0,18,-696.0,False,False,0.03
931,0,30,0,18,-696.0,False,False,0.03
932,0,30,0,18,-696.0,False,False,0.03
933,150,170,0,64,-337.0,True,True,0.03
934,0,30,0,18,-696.0,False,False,0.03
935,50,70,0,37,-601.0,True,False,0.03
936,0,30,0,18,-696.0,False,False,0.03
937,0,30,0,18,-696.0,False,False,0.03
938,0,30,0,18,-696.0,False,False,0.03
939,0,30,0,18,-696.0,False,False,0.03
940,0,30,0,18,-696.0,False,False,0.03
941,0,30,0,18,-696.0,False,False,0.03
942,0,30,0,18,-696.0,False,False,0.03
943,0,30,0,18,-696.0,False,False,0.03
944,0,30,0,18,-696.0,False,False,0.03
945,0,30,0,18,-696.0,False,False,0.03
946,0,30,0,18,-696.0,False,False,0.03
947,0,30,0,18,-696.0,False,False,0.03
948,0,30,0,18,-696.0,False,False,0.03
949,0,30,0,18,-696.0,False,False,0.03
950,0,30,0,18,-696.0,False,False,0.03
951,150,160,0,37,-327.0,True,True,0.03
952,0,30,0,18,-696.0,False,False,0.03
953,0,30,0,18,-696.0,False,False,0.03
954,0,30,0,18,-696.0,False,False,0.03
955,150,160,0,37,-327.0,True,True,0.03
956,0,30,0,18,-696.0,False,False,0.03
957,0,30,0,18,-696.0,False,False,0.03
958,0,30,0,18,-696.0,False,False,0.03
959,0,30,0,18,-696.0,False,False,0.03
960,0,30,0,18,-696.0,False,False,0.03
961,50,70,0,37,-601.0,True,False,0.03
962,0,30,0,18,-696.0,False,False,0.03
963,0,30,0,18,-696.0,False,False,0.03
964,0,30,0,18,-696.0,False,False,0.03
965,0,30,0,42,-722.0,False,False,0.03
966,0,30,0,18,-696.0,False,False,0.03
967,50,70,0,36,-601.0,True,False,0.03
968,0,30,0,18,-696.0,False,False,0.03
969,0,30,0,18,-696.0,False,False,0.03
970,0,30,0,18,-696.0,False,False,0.03
971,0,30,0,18,-696.0,False,False,0.03
972,0,10,0,37,-714.0,False,False,0.03
973,0,30,0,18,-696.0,False,False,0.03
974,0,30,0,18,-696.0,False,False,0.03
975,0,30,0,18,-696.0,False,False,0.03
976,150,160,0,37,-327.0,True,True,0.03
977,0,30,0,18,-696.0,False,False,0.03
978,150,160,0,37,-327.0,True,True,0.03
979,0,30,0,18,-696.0,False,False,0.03
980,150,170,0,64,-344.0,True,True,0.03
981,0,30,0,18,-696.0,False,False,0.03
982,0,30,0,18,-696.0,False,False,0.03
983,0,30,0,18,-696.0,False,False,0.03
984,0,30,0,18,-696.0,False,False,0.03
985,50,70,0,56,-620.0,True,False,0.03
986,0,30,0,18,-696.0,False,False,0.03
987,0,30,0,18,-696.0,False,False,0.03
988,0,30,0,18,-696.0,False,False,0.03
989,0,30,0,18,-696.0,False,False,0.03
990,0,30,0,18,-696.0,False,False,0.03
991,0,30,0,18,-696.0,False,False,0.03
992,50,70,0,37,-602.0,True,False,0.03
993,0,30,0,18,-696.0,False,False,0.03
994,0,30,0,18,-696.0,False,False,0.03
995,0,30,0,18,-696.0,False,False,0.03
996,150,170,0,38,-325.0,True,True,0.03
997,0,30,0,12,-695.0,False,False,0.03
998,0,30,0,18,-696.0,False,False,0.03
999,0,30,0,18,-696.0,False,False,0.03
1000,0,30,0,18,-696.0,False,False,0.03
1001,0,30,0,18,-696.0,False,False,0.03
1002,0,30,0,18,-696.0,False,False,0.03
1003,0,30,0,24,-700.0,False,False,0.03
1004,0,30,0,18,-696.0,False,False,0.03
1005,0,30,0,42,-722.0,False,False,0.03
1006,0,30,0,18,-696.0,False,False,0.03
1007,0,30,0,18,-696.0,False,False,0.03
1008,0,30,0,18,-696.0,False,False,0.03
1009,0,30,0,18,-696.0,False,False,0.03
1010,0,30,0,18,-696.0,False,False,0.03
1011,0,30,0,18,-696.0,False,False,0.03
1012,0,30,0,18,-696.0,False,False,0.03
1013,0,30,0,18,-696.0,False,False,0.03
1014,0,30,0,18,-696.0,False,False,0.03
1015,0,30,0,18,-696.0,False,False,0.03
1016,0,30,0,18,-696.0,False,False,0.03
1017,0,30,0,24,-698.0,False,False,0.03
1018,0,30,0,18,-696.0,False,False,0.03
1019,0,30,0,18,-696.0,False,False,0.03
1020,0,30,0,18,-696.0,False,False,0.03
1021,50,70,0,37,-603.0,True,False,0.03
1022,0,30,0,18,-696.0,False,False,0.03
1023,0,30,0,18,-696.0,False,False,0.03
1024,0,30,0,18,-696.0,False,False,0.03
1025,0,30,0,18,-696.0,False,False,0.03
1026,0,30,0,18,-696.0,False,False,0.03
1027,150,160,0,37,-327.0,True,True,0.03
1028,0,30,0,18,-695.0,False,False,0.03
1029,0,30,0,18,-696.0,False,False,0.03
1030,0,30,0,18,-696.0,False,False,0.03
1031,0,30,0,18,-695.0,False,False,0.03
1032,0,30,0,24,-699.0,False,False,0.03
1033,0,30,0,18,-696.0,False,False,0.03
1034,0,30,0,18,-696.0,False,False,0.03
1035,0,30,0,18,-696.0,False,False,0.03
1036,0,30,0,18,-696.0,False,False,0.03
1037,0,30,0,18,-696.0,False,False,0.03
1038,0,30,0,18,-696.0,False,False,0.03
1039,0,30,0,18,-696.0,False,False,0.03
1040,0,30,0,18,-695.0,False,False,0.03
1041,0,30,0,18,-696.0,False,False,0.03
1042,0,30,0,18,-696.0,False,False,0.03
1043,0,30,0,18,-696.0,False,False,0.03
1044,0,30,0,18,-696.0,False,False,0.03
1045,0,30,0,18,-696.0,False,False,0.03
1046,50,70,0,36,-601.0,True,False,0.03
1047,0,30,0,18,-696.0,False,False,0.03
1048,0,30,0,18,-696.0,False,False,0.03
1049,0,30,0,18,-694.0,False,False,0.03
1050,0,30,0,17,-695.0,False,False,0.03
1051,0,30,0,18,-696.0,False,False,0.03
1052,0,30,0,18,-696.0,False,False,0.03
1053,0,10,0,7,-696.0,False,False,0.03
1054,0,30,0,18,-694.0,False,False,0.03
1055,0,30,0,18,-696.0,False,False,0.03
1056,0,30,0,18,-696.0,False,False,0.03
1057,0,30,0,18,-696.0,False,False,0.03
1058,0,30,0,18,-696.0,False,False,0.03
1059,0,30,0,18,-696.0,False,False,0.03
1060,0,30,0,18,-696.0,False,False,0.03
1061,0,30,0,18,-696.0,False,False,0.03
1062,0,30,0,18,-696.0,False,False,0.03
1063,0,30,0,18,-696.0,False,False,0.03
1064,0,30,0,18,-696.0,False,False,0.03
1065,0,30,0,18,-696.0,False,False,0.03
1066,0,30,0,18,-694.0,False,False,0.03
1067,0,30,0,18,-696.0,False,False,0.03
1068,150,160,0,37,-327.0,True,True,0.03
1069,0,30,0,12,-692.0,False,False,0.03
1070,0,30,0,18,-696.0,False,False,0.03
1071,0,30,0,18,-696.0,False,False,0.03
1072,0,30,0,42,-722.0,False,False,0.03
1073,0,30,0,18,-696.0,False,False,0.03
1074,0,30,0,18,-696.0,False,False,0.03
1075,0,30,0,18,-696.0,False,False,0.03
1076,0,30,0,18,-696.0,False,False,0.03
1077,0,30,0,18,-696.0,False,False,0.03
1078,0,30,0,18,-696.0,False,False,0.03
1079,0,30,0,18,-696.0,False,False,0.03
1080,0,30,0,18,-696.0,False,False,0.03
1081,0,30,0,18,-696.0,False,False,0.03
1082,0,30,0,18,-696.0,False,False,0.03
1083,0,30,0,24,-699.0,False,False,0.03
1084,0,30,0,18,-694.0,False,False,0.03
1085,0,30,0,18,-696.0,False,False,0.03
1086,0,30,0,18,-696.0,False,False,0.03
1087,0,30,0,18,-696.0,False,False,0.03
1088,0,30,0,18,-696.0,False,False,0.03
1089,0,30,0,18,-696.0,False,False,0.03
1090,0,30,0,18,-696.0,False,False,0.03
1091,0,30,0,18,-696.0,False,False,0.03
1092,0,30,0,18,-696.0,False,False,0.03
1093,0,30,0,18,-696.0,False,False,0.03
1094,0,30,0,29,-708.0,False,False,0.03
1095,0,30,0,18,-696.0,False,False,0.03
1096,0,30,0,15,-693.0,False,False,0.03
1097,150,160,0,37,-327.0,True,True,0.03
1098,0,10,0,7,-696.0,False,False,0.03
1099,0,30,0,18,-696.0,False,False,0.03
1100,0,30,0,42,-721.0,False,False,0.03
1101,50,70,0,37,-603.0,True,False,0.03
1102,0,30,0,18,-696.0,False,False,0.03
1103,0,30,0,18,-696.0,False,False,0.03
1104,0,30,0,18,-696.0,False,False,0.03
1105,0,30,0,18,-696.0,False,False,0.03
1106,0,30,0,17,-695.0,False,False,0.03
1107,0,30,0,18,-696.0,False,False,0.03
1108,0,30,0,18,-696.0,False,False,0.03
1109,0,30,0,18,-695.0,False,False,0.03
1110,0,30,0,18,-696.0,False,False,0.03
1111,0,30,0,18,-696.0,False,False,0.03
1112,0,30,0,18,-696.0,False,False,0.03
1113,0,30,0,18,-696.0,False,False,0.03
1114,0,30,0,18,-696.0,False,False,0.03
1115,50,60,0,27,-593.0,True,False,0.03
1116,50,60,0,36,-598.0,True,False,0.03
1117,0,30,0,18,-696.0,False,False,0.03
1118,0,30,0,18,-696.0,False,False,0.03
1119,0,30,0,18,-696.0,False,False,0.03
1120,0,30,0,18,-695.0,False,False,0.03
1121,0,30,0,18,-696.0,False,False,0.03
1122,0,30,0,18,-696.0,False,False,0.03
1123,0,30,0,18,-696.0,False,False,0.03
1124,0,30,0,18,-696.0,False,False,0.03
1125,0,30,0,18,-696.0,False,False,0.03
1126,150,160,0,37,-327.0,True,True,0.03
1127,0,30,0,18,-696.0,False,False,0.03
1128,0,30,0,18,-696.0,False,False,0.03
1129,0,30,0,18,-696.0,False,False,0.03
1130,0,30,0,18,-696.0,False,False,0.03
1131,0,30,0,24,-699.0,False,False,0.03
1132,0,30,0,18,-696.0,False,False,0.03
1133,150,160,0,37,-327.0,True,True,0.03
1134,0,30,0,18,-696.0,False,False,0.03
1135,0,30,0,18,-696.0,False,False,0.03
1136,0,30,0,24,-698.0,False,False,0.03
1137,0,30,0,18,-696.0,False,False,0.03
1138,50,70,0,37,-602.0,True,False,0.03
1139,0,30,0,18,-696.0,False,False,0.03
1140,0,30,0,18,-696.0,False,False,0.03
1141,0,30,0,18,-696.0,False,False,0.03
1142,0,30,0,18,-696.0,False,False,0.03
1143,50,60,0,36,-597.0,True,False,0.03
1144,0,30,0,18,-696.0,False,False,0.03
1145,0,30,0,18,-696.0,False,False,0.03
1146,0,30,0,18,-696.0,False,False,0.03
1147,0,30,0,18,-696.0,False,False,0.03
1148,0,30,0,18,-696.0,False,False,0.03
1149,0,30,0,18,-696.0,False,False,0.03
1150,150,160,0,37,-326.0,True,True,0.03
1151,0,30,0,18,-696.0,False,False,0.03
1152,50,60,0,36,-598.0,True,False,0.03
1153,0,30,0,18,-698.0,False,False,0.03
1154,0,30,0,18,-696.0,False,False,0.03
1155,0,30,0,18,-696.0,False,False,0.03
1156,0,30,0,18,-696.0,False,False,0.03
1157,50,60,0,36,-598.0,True,False,0.03
1158,0,30,0,18,-696.0,False,False,0.03
1159,0,30,0,18,-696.0,False,False,0.03
1160,0,30,0,18,-696.0,False,False,0.03
1161,0,10,0,7,-696.0,False,False,0.03
1162,0,30,0,18,-696.0,False,False,0.03
1163,0,30,0,18,-696.0,False,False,0.03
1164,50,70,0,37,-601.0,True,False,0.03
1165,0,30,0,18,-696.0,False,False,0.03
1166,0,30,0,18,-696.0,False,False,0.03
1167,0,30,0,18,-696.0,False,False,0.03
1168,0,30,0,18,-696.0,False,False,0.03
1169,0,30,0,18,-696.0,False,False,0.03
1170,150,160,0,37,-327.0,True,True,0.03
1171,0,30,0,24,-699.0,False,False,0.03
1172,0,30,0,18,-696.0,False,False,0.03
1173,0,30,0,12,-692.0,False,False,0.03
1174,0,30,0,18,-696.0,False,False,0.03
1175,0,30,0,18,-696.0,False,False,0.03
1176,0,30,0,18,-696.0,False,False,0.03
1177,50,70,0,37,-602.0,True,False,0.03
1178,150,160,0,37,-327.0,True,True,0.03
